"0.id","0.description","0.awp","0.gdp","0.cause","0.severity","0.completed","0.confirmed","0.roadName","0.lastUpdatedTimestamp","0.current","0.latitude","0.longitude","0.teEventType","0.delay","0.returnToFreeFlow","0.creationDate","0.overallEndDate","0.overallStartDate","0.periods.0.id","0.periods.0.eventId","0.periods.0.startPeriod","0.periods.0.endPeriod","0.offSRN","0.eventReference","0.displayM6TollPromo","0.laneClosureDescription","0.fullClosure","0.idProvidedBySource","0.linkIds.0","0.linkIds.1","0.linkIds.2","0.additionalDescription","0.formatDesc.0","0.formatDesc.1","0.formatDesc.2","0.formatDesc.3","0.formatDesc.4","0.gdpFormatted.0","0.gdpFormatted.1","0.gdpFormatted.2","0.gdpFormatted.3","0.gdpFormatted.4","0.awpFormatted.0","0.junction_ds_desc","0.junction_us_desc","_key","1.id","1.description","1.awp","1.gdp","1.cause","1.severity","1.completed","1.confirmed","1.roadName","1.lastUpdatedTimestamp","1.current","1.latitude","1.longitude","1.teEventType","1.delay","1.returnToFreeFlow","1.creationDate","1.overallEndDate","1.overallStartDate","1.periods.0.id","1.periods.0.eventId","1.periods.0.startPeriod","1.periods.0.endPeriod","1.offSRN","1.eventReference","1.displayM6TollPromo","1.laneClosureDescription","1.fullClosure","1.idProvidedBySource","1.linkIds.0","1.linkIds.1","1.linkIds.2","1.linkIds.3","1.additionalDescription","1.formatDesc.0","1.formatDesc.1","1.formatDesc.2","1.formatDesc.3","1.formatDesc.4","1.gdpFormatted.0","1.gdpFormatted.1","1.gdpFormatted.2","1.gdpFormatted.3","1.gdpFormatted.4","1.awpFormatted.0","1.junction_ds_desc","1.junction_us_desc","2.id","2.description","2.awp","2.gdp","2.cause","2.severity","2.completed","2.confirmed","2.roadName","2.lastUpdatedTimestamp","2.current","2.latitude","2.longitude","2.teEventType","2.delay","2.returnToFreeFlow","2.creationDate","2.overallEndDate","2.overallStartDate","2.periods.0.id","2.periods.0.eventId","2.periods.0.startPeriod","2.periods.0.endPeriod","2.periods.1.id","2.periods.1.eventId","2.periods.1.startPeriod","2.periods.1.endPeriod","2.periods.2.id","2.periods.2.eventId","2.periods.2.startPeriod","2.periods.2.endPeriod","2.periods.3.id","2.periods.3.eventId","2.periods.3.startPeriod","2.periods.3.endPeriod","2.offSRN","2.eventReference","2.displayM6TollPromo","2.eventLanes.0.laneName","2.eventLanes.0.laneStatus","2.laneClosureDescription","2.fullClosure","2.idProvidedBySource","2.linkIds.0","2.linkIds.1","2.additionalDescription","2.formatDesc.0","2.formatDesc.1","2.formatDesc.2","2.formatDesc.3","2.gdpFormatted.0","2.gdpFormatted.1","2.gdpFormatted.2","2.gdpFormatted.3","2.awpFormatted.0","2.awpFormatted.1","2.awpFormatted.2","2.awpFormatted.3","2.awpFormatted.4","2.junction_ds_desc","2.junction_us_desc","3.id","3.description","3.awp","3.gdp","3.cause","3.severity","3.completed","3.confirmed","3.roadName","3.lastUpdatedTimestamp","3.current","3.latitude","3.longitude","3.teEventType","3.delay","3.returnToFreeFlow","3.creationDate","3.overallEndDate","3.overallStartDate","3.periods.0.id","3.periods.0.eventId","3.periods.0.startPeriod","3.periods.0.endPeriod","3.periods.1.id","3.periods.1.eventId","3.periods.1.startPeriod","3.periods.1.endPeriod","3.periods.2.id","3.periods.2.eventId","3.periods.2.startPeriod","3.periods.2.endPeriod","3.periods.3.id","3.periods.3.eventId","3.periods.3.startPeriod","3.periods.3.endPeriod","3.offSRN","3.eventReference","3.displayM6TollPromo","3.eventLanes.0.laneName","3.eventLanes.0.laneStatus","3.eventLanes.1.laneName","3.eventLanes.1.laneStatus","3.eventLanes.2.laneName","3.eventLanes.2.laneStatus","3.eventLanes.3.laneName","3.eventLanes.3.laneStatus","3.laneClosureDescription","3.fullClosure","3.idProvidedBySource","3.linkIds.0","3.additionalDescription","3.formatDesc.0","3.formatDesc.1","3.formatDesc.2","3.formatDesc.3","3.gdpFormatted.0","3.gdpFormatted.1","3.gdpFormatted.2","3.gdpFormatted.3","3.awpFormatted.0","3.awpFormatted.1","3.awpFormatted.2","3.awpFormatted.3","3.awpFormatted.4","3.junction_ds_desc","3.junction_us_desc","0.periods.1.id","0.periods.1.eventId","0.periods.1.startPeriod","0.periods.1.endPeriod","0.periods.2.id","0.periods.2.eventId","0.periods.2.startPeriod","0.periods.2.endPeriod","0.periods.3.id","0.periods.3.eventId","0.periods.3.startPeriod","0.periods.3.endPeriod","0.periods.4.id","0.periods.4.eventId","0.periods.4.startPeriod","0.periods.4.endPeriod","0.periods.5.id","0.periods.5.eventId","0.periods.5.startPeriod","0.periods.5.endPeriod","0.eventLanes.0.laneName","0.eventLanes.0.laneStatus","0.eventLanes.1.laneName","0.eventLanes.1.laneStatus","0.eventLanes.2.laneName","0.eventLanes.2.laneStatus","0.eventLanes.3.laneName","0.eventLanes.3.laneStatus","0.awpFormatted.1","0.awpFormatted.2","0.awpFormatted.3","0.awpFormatted.4","0.awpFormatted.5","0.linkIds.3","1.periods.1.id","1.periods.1.eventId","1.periods.1.startPeriod","1.periods.1.endPeriod","1.periods.2.id","1.periods.2.eventId","1.periods.2.startPeriod","1.periods.2.endPeriod","1.periods.3.id","1.periods.3.eventId","1.periods.3.startPeriod","1.periods.3.endPeriod","1.eventLanes.0.laneName","1.eventLanes.0.laneStatus","1.eventLanes.1.laneName","1.eventLanes.1.laneStatus","1.eventLanes.2.laneName","1.eventLanes.2.laneStatus","1.eventLanes.3.laneName","1.eventLanes.3.laneStatus","1.awpFormatted.1","1.awpFormatted.2","1.awpFormatted.3","1.awpFormatted.4","2.eventLanes.1.laneName","2.eventLanes.1.laneStatus","2.eventLanes.2.laneName","2.eventLanes.2.laneStatus","2.eventLanes.3.laneName","2.eventLanes.3.laneStatus","0.eventLanes.4.laneName","0.eventLanes.4.laneStatus","0.eventLanes.5.laneName","0.eventLanes.5.laneStatus","2.linkIds.2"
"3775991",,"","Location : The M1 southbound between junctions J25  and J24A 
Name : M1 J25 southbound access : M1 J24A southbound exit : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 20:06 on 16 May 2022 to 06:00 on 1 June 2022
","","LOW",false,false,"M1",1652728000108,true,52.91544,-1.2986954,"ROADWORKS",,,,1654059600000,1652727600000,,,1652727600000,1654059600000,false,"RW-22-04-28-400653",false,,false,"245984",200127298,199017302,107026401,,"Location : The M1 southbound between junctions J25  and J24A ","Name : M1 J25 southbound access : M1 J24A southbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:06 on 16 May 2022 to 06:00 on 1 June 2022","Location : The M1 southbound between junctions J25  and J24A ","Name : M1 J25 southbound access : M1 J24A southbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:06 on 16 May 2022 to 06:00 on 1 June 2022","","J24A","J25","107026401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3767277",,"","Location : The M1 southbound at junction J16 
Name : M1 southbound within J16 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:02 on 12 May 2022 to 06:00 on 1 June 2022
","","LOW",false,false,"M1",1652461408667,true,52.231583,-1.0215018,"ROADWORKS",,,,1654059600000,1652385600000,,,1652385600000,1654059600000,false,"RW-22-04-21-401015",false,,false,"75419",108018701,,,,"Location : The M1 southbound at junction J16 ","Name : M1 southbound within J16 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:02 on 12 May 2022 to 06:00 on 1 June 2022","Location : The M1 southbound at junction J16 ","Name : M1 southbound within J16 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:02 on 12 May 2022 to 06:00 on 1 June 2022","","J16","J17","108018701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3617532",,"","Location : The M1 southbound between junctions J16  and J15A 
Name : M1 southbound between J16 and J15A : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:00 on 12 May 2022 to 06:00 on 28 May 2022
","","LOW",false,false,"M1",1652770621277,true,52.228287,-1.0063062,"ROADWORKS",,,,1653714000000,1652385600000,,,1652385600000,1653714000000,false,"RW-21-12-23-400564",false,,false,"75420",108019101,,,,"Location : The M1 southbound between junctions J16  and J15A ","Name : M1 southbound between J16 and J15A : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 12 May 2022 to 06:00 on 28 May 2022","Location : The M1 southbound between junctions J16  and J15A ","Name : M1 southbound between J16 and J15A : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 12 May 2022 to 06:00 on 28 May 2022","","J15A","J16","108019101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3759139",,"","Location : The M1 northbound between junctions J15  and J15A 
Name : M1 northbound between J15 and J15A : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:00 on 17 May 2022 to 06:00 on 28 May 2022
","","LOW",false,false,"M1",1652817625442,true,52.190895,-0.904421,"ROADWORKS",,,,1653714000000,1652817600000,,,1652817600000,1653714000000,false,"RW-22-04-14-401081",false,,false,"75423",108019201,,,,"Location : The M1 northbound between junctions J15  and J15A ","Name : M1 northbound between J15 and J15A : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 17 May 2022 to 06:00 on 28 May 2022","Location : The M1 northbound between junctions J15  and J15A ","Name : M1 northbound between J15 and J15A : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 17 May 2022 to 06:00 on 28 May 2022","","J15A","J15","108019201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3617559",,"","Location : The M1 southbound at junction J15 
Name : M1 southbound within J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:00 on 12 May 2022 to 06:00 on 30 May 2022
","","LOW",false,false,"M1",1652385631216,true,52.188084,-0.8993227,"ROADWORKS",,,,1653886800000,1652385600000,,,1652385600000,1653886800000,false,"RW-21-12-23-400591",false,,false,"75424",108019401,,,,"Location : The M1 southbound at junction J15 ","Name : M1 southbound within J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 12 May 2022 to 06:00 on 30 May 2022","Location : The M1 southbound at junction J15 ","Name : M1 southbound within J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 12 May 2022 to 06:00 on 30 May 2022","","J15","J15A","108019401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3736971",,"","Location : The M1 northbound between junctions J14  and J15 
Name : M1 northbound between J14 and J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:00 on 12 May 2022 to 06:00 on 1 June 2022
","","HIGHEST",false,false,"M1",1652385639350,true,52.146526,-0.8402117,"ROADWORKS",,,,1654059600000,1652385600000,,,1652385600000,1654059600000,false,"RW-22-03-28-101729",false,,false,"75425",108019502,,,,"Location : The M1 northbound between junctions J14  and J15 ","Name : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 12 May 2022 to 06:00 on 1 June 2022","Location : The M1 northbound between junctions J14  and J15 ","Name : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:00 on 12 May 2022 to 06:00 on 1 June 2022","","J15","J14","108019502","3619354",,"","Location : The M1 northbound between junctions J14  and J15 
Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 00:00 on 6 May 2022 to 22:00 on 6 June 2022
","","HIGH",false,false,"M1",1652953868071,true,52.05836,-0.7007035,"ROADWORKS",,,,1654549200000,1652418000000,,,1652418000000,1654549200000,false,"RW-21-12-27-100520",false,,false,"248241",123017801,123017701,108019502,108020002,,"Location : The M1 northbound between junctions J14  and J15 ","Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 00:00 on 6 May 2022 to 22:00 on 6 June 2022","Location : The M1 northbound between junctions J14  and J15 ","Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 00:00 on 6 May 2022 to 22:00 on 6 June 2022","","J15","J14","3795065",,"Location : The M1 northbound
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 22:00 and 06:00 from 21 May 2022 to 23 May 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 30 May 2022 to 1 June 2022
","Location : The M1 northbound
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 22 May 2022
","M1 Northbound and Southbound
Jct 14 to Hartwell Area 7/8 Border - Various Lane closures and Carriageway closures for Smart Motorway works on behalf of CostainGT
","HIGHEST",false,false,"M1",1653166813361,true,52.083454,-0.749668,"ROADWORKS",,,,1654059600000,1653166800000,,,1653166800000,1653195600000,,,1653253200000,1653282000000,,,1653944400000,1653973200000,,,1654030800000,1654059600000,false,"RW-22-05-13-500255",false,"Lane 1","CLOSED",,true,"248241",123017802,108019502,,"Location : The M1 northbound","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 22 May 2022","Location : The M1 northbound","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 22 May 2022","Location : The M1 northbound","Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 22:00 and 06:00 from 21 May 2022 to 23 May 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 30 May 2022 to 1 June 2022","J15","J14","3793963",,"Location : The M1 northbound between junctions J14  and J15 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 22:00 and 06:00 from 21 May 2022 to 23 May 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 30 May 2022 to 1 June 2022
","Location : The M1 northbound between junctions J14  and J15 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 22 May 2022
","M1 northbound and southbound Hartwell to Jct 15.
Carriageway, lane closures, 24 hour narrow lanes and speed restrictions due to construction works (SMART Motorways).","HIGHEST",false,false,"M1",1653166809679,true,52.146526,-0.8402117,"ROADWORKS",,,,1654059600000,1653166800000,,,1653166800000,1653195600000,,,1653253200000,1653282000000,,,1653944400000,1653973200000,,,1654030800000,1654059600000,false,"RW-22-05-12-400725",false,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,true,"75425",108019502,,"Location : The M1 northbound between junctions J14  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 22 May 2022","Location : The M1 northbound between junctions J14  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 22 May 2022","Location : The M1 northbound between junctions J14  and J15 ","Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 22:00 and 06:00 from 21 May 2022 to 23 May 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 30 May 2022 to 1 June 2022","J15","J14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3759143",,"","Location : The M1 southbound between junctions J15A  and J15 
Name : M1 southbound between J15A and J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:01 on 12 May 2022 to 06:00 on 28 May 2022
","","LOW",false,false,"M1",1652683843692,true,52.207905,-0.93709433,"ROADWORKS",,,,1653714000000,1652385600000,,,1652385600000,1653714000000,false,"RW-22-04-14-401085",false,,false,"75423",108019601,,,,"Location : The M1 southbound between junctions J15A  and J15 ","Name : M1 southbound between J15A and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:01 on 12 May 2022 to 06:00 on 28 May 2022","Location : The M1 southbound between junctions J15A  and J15 ","Name : M1 southbound between J15A and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:01 on 12 May 2022 to 06:00 on 28 May 2022","","J15","J15A","108019601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3793883",,"Location : The M1 northbound at junction J15 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 22:00 and 06:00 from 21 May 2022 to 23 May 2022
Schedule : Expect disruption everyday between 21:00 and 06:00 from 28 May 2022 to 30 May 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 30 May 2022 to 1 June 2022
","Location : The M1 northbound at junction J15 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 22 May 2022
","M1 northbound and southbound Jct 15.
Carriageway, lane closures, 24 hour narrow lanes and speed restrictions due to construction works (SMART Motorways).
","HIGHEST",false,false,"M1",1653166807924,true,52.183594,-0.8915497,"ROADWORKS",,,,1654059600000,1653166800000,,,1653166800000,1653195600000,false,"RW-22-05-12-400645",false,,true,"75424",108019701,,,,"Location : The M1 northbound at junction J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 22 May 2022",,"Location : The M1 northbound at junction J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 22 May 2022",,"Location : The M1 northbound at junction J15 ","J15","J14","108019701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653253200000,1653282000000,,,1653768000000,1653800400000,,,1653854400000,1653886800000,,,1653944400000,1653973200000,,,1654030800000,1654059600000,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED","Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 22:00 and 06:00 from 21 May 2022 to 23 May 2022","Schedule : Expect disruption everyday between 21:00 and 06:00 from 28 May 2022 to 30 May 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 30 May 2022 to 1 June 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619365",,"","Location : The M1 southbound
Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 19 March 2022 to 22:00 on 6 June 2022
","","HIGHEST",false,false,"M1",1652430764710,true,52.08291,-0.7472899,"ROADWORKS",,,,1654549200000,1652418000000,,,1652418000000,1654549200000,false,"RW-21-12-27-100531",false,,false,"248241",108020201,108019802,123018002,,"Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 6 June 2022","Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 6 June 2022","","J14","J15","108019802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108019901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619365",,"","Location : The M1 southbound
Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 19 March 2022 to 22:00 on 6 June 2022
","","HIGHEST",false,false,"M1",1652430764710,true,52.08291,-0.7472899,"ROADWORKS",,,,1654549200000,1652418000000,,,1652418000000,1654549200000,false,"RW-21-12-27-100531",false,,false,"248241",108020201,108019802,123018002,,"Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 6 June 2022","Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 6 June 2022","","J14","J15","108019901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108019901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
